Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,10709,0,16000.0,11344.253156440956,326.9307278096676,20392.448838800192,20056.0,35.68041215875967,0.0,16000,16000,16000,17000,17000,17000,18000,18000,19000,20000,20000
,Aggregated,10709,0,16000.0,11344.253156440956,326.9307278096676,20392.448838800192,20056.0,35.68041215875967,0.0,16000,16000,16000,17000,17000,17000,18000,18000,19000,20000,20000
