Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1665019651,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1665019652,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1665019653,30,,Aggregated,0.000000,0.000000,660,680,680,680,690,690,690,690,690,690,690,8,0,640.0,651.0110055096447,589.2289914190769,688.2976442575455,20056.0
1665019654,37,,Aggregated,0.000000,0.000000,660,680,690,690,690,760,760,760,760,760,760,20,0,650.0,654.4707896187901,587.0798639953136,764.4038386642933,20056.0
1665019655,43,,Aggregated,0.000000,0.000000,660,680,690,690,690,760,760,760,760,760,760,20,0,650.0,654.4707896187901,587.0798639953136,764.4038386642933,20056.0
1665019656,56,,Aggregated,7.000000,0.000000,680,690,690,780,1000,1200,1200,1200,1200,1200,1200,30,0,660.0,708.7949629873037,409.75338220596313,1222.16135263443,20056.0
1665019657,70,,Aggregated,7.333333,0.000000,720,820,960,1000,1100,1200,1200,1200,1200,1200,1200,73,0,720.0,783.2871955653576,332.573052495718,1222.16135263443,20056.0
1665019658,75,,Aggregated,7.333333,0.000000,720,820,960,1000,1100,1200,1200,1200,1200,1200,1200,73,0,720.0,783.2871955653576,332.573052495718,1222.16135263443,20056.0
1665019659,85,,Aggregated,7.333333,0.000000,720,820,960,1000,1100,1200,1200,1200,1200,1200,1200,73,0,720.0,783.2871955653576,332.573052495718,1222.16135263443,20056.0
1665019660,97,,Aggregated,13.500000,0.000000,880,1000,1100,1200,1300,1500,1600,1800,2000,2000,2000,164,0,880.0,915.3094028872324,332.573052495718,2011.8562541902065,20056.0
1665019661,107,,Aggregated,13.500000,0.000000,880,1000,1100,1200,1300,1500,1600,1800,2000,2000,2000,164,0,880.0,915.3094028872324,332.573052495718,2011.8562541902065,20056.0
1665019662,115,,Aggregated,13.500000,0.000000,880,1000,1100,1200,1300,1500,1600,1800,2000,2000,2000,164,0,880.0,915.3094028872324,332.573052495718,2011.8562541902065,20056.0
1665019663,124,,Aggregated,19.444444,0.000000,1100,1300,1400,1400,1700,2000,2700,2800,3200,3200,3200,267,0,1100.0,1143.3595687792765,332.573052495718,3181.808240711689,20056.0
1665019664,135,,Aggregated,19.444444,0.000000,1100,1300,1400,1400,1700,2000,2700,2800,3200,3200,3200,267,0,1100.0,1143.3595687792765,332.573052495718,3181.808240711689,20056.0
1665019665,149,,Aggregated,19.444444,0.000000,1100,1300,1400,1400,1700,2000,2700,2800,3200,3200,3200,267,0,1100.0,1143.3595687792765,332.573052495718,3181.808240711689,20056.0
1665019666,156,,Aggregated,28.400000,0.000000,1200,1400,1500,1600,1900,2200,3000,4000,4700,4700,4700,367,0,1200.0,1289.5634849669984,332.573052495718,4714.659541845322,20056.0
1665019667,169,,Aggregated,28.400000,0.000000,1200,1400,1500,1600,1900,2200,3000,4000,4700,4700,4700,367,0,1200.0,1289.5634849669984,332.573052495718,4714.659541845322,20056.0
1665019668,176,,Aggregated,28.400000,0.000000,1200,1400,1500,1600,1900,2200,3000,4000,4700,4700,4700,367,0,1200.0,1289.5634849669984,332.573052495718,4714.659541845322,20056.0
1665019669,186,,Aggregated,31.600000,0.000000,1400,1600,1700,1800,2200,2700,4200,6000,8300,8300,8300,462,0,1400.0,1485.0459450057574,332.573052495718,8263.03894072771,20056.0
1665019670,196,,Aggregated,31.600000,0.000000,1400,1600,1700,1800,2200,2700,4200,6000,8300,8300,8300,462,0,1400.0,1485.0459450057574,332.573052495718,8263.03894072771,20056.0
1665019671,207,,Aggregated,31.600000,0.000000,1400,1600,1700,1800,2200,2700,4200,6000,8300,8300,8300,462,0,1400.0,1485.0459450057574,332.573052495718,8263.03894072771,20056.0
1665019672,216,,Aggregated,32.000000,0.000000,1400,1700,1900,2000,2400,4000,8200,9000,9600,9600,9600,558,0,1400.0,1740.8334868275776,332.573052495718,9641.930978745222,20056.0
1665019673,229,,Aggregated,32.000000,0.000000,1400,1700,1900,2000,2400,4000,8200,9000,9600,9600,9600,558,0,1400.0,1740.8334868275776,332.573052495718,9641.930978745222,20056.0
1665019674,236,,Aggregated,32.000000,0.000000,1400,1700,1900,2000,2400,4000,8200,9000,9600,9600,9600,558,0,1400.0,1740.8334868275776,332.573052495718,9641.930978745222,20056.0
1665019675,247,,Aggregated,32.000000,0.000000,1500,1800,2100,2200,2900,5700,9500,10000,11000,11000,11000,652,0,1500.0,1988.0859049471335,332.573052495718,11023.002337664366,20056.0
1665019676,257,,Aggregated,32.000000,0.000000,1500,1800,2100,2200,2900,5700,9500,10000,11000,11000,11000,652,0,1500.0,1988.0859049471335,332.573052495718,11023.002337664366,20056.0
1665019677,266,,Aggregated,32.000000,0.000000,1500,1800,2100,2200,2900,5700,9500,10000,11000,11000,11000,652,0,1500.0,1988.0859049471335,332.573052495718,11023.002337664366,20056.0
1665019678,278,,Aggregated,31.400000,0.000000,1700,2000,2300,2500,4100,9600,11000,12000,13000,13000,13000,762,0,1700.0,2395.4071599080808,332.573052495718,12634.007852524519,20056.0
1665019679,284,,Aggregated,31.400000,0.000000,1700,2000,2300,2500,4100,9600,11000,12000,13000,13000,13000,762,0,1700.0,2395.4071599080808,332.573052495718,12634.007852524519,20056.0
1665019680,297,,Aggregated,31.400000,0.000000,1700,2000,2300,2500,4100,9600,11000,12000,13000,13000,13000,762,0,1700.0,2395.4071599080808,332.573052495718,12634.007852524519,20056.0
1665019681,306,,Aggregated,33.100000,0.000000,1800,2200,2500,2700,6000,11000,12000,12000,13000,13000,13000,857,0,1800.0,2669.238314019514,332.573052495718,13015.073046088219,20056.0
1665019682,316,,Aggregated,33.100000,0.000000,1800,2200,2500,2700,6000,11000,12000,12000,13000,13000,13000,857,0,1800.0,2669.238314019514,332.573052495718,13015.073046088219,20056.0
1665019683,328,,Aggregated,33.100000,0.000000,1800,2200,2500,2700,6000,11000,12000,12000,13000,13000,13000,857,0,1800.0,2669.238314019514,332.573052495718,13015.073046088219,20056.0
1665019684,338,,Aggregated,32.500000,0.000000,1900,2300,2700,2900,9300,12000,12000,13000,14000,14000,14000,948,0,1900.0,2959.6876539879395,332.573052495718,14163.678981363773,20056.0
1665019685,347,,Aggregated,32.500000,0.000000,1900,2300,2700,2900,9300,12000,12000,13000,14000,14000,14000,948,0,1900.0,2959.6876539879395,332.573052495718,14163.678981363773,20056.0
1665019686,352,,Aggregated,32.500000,0.000000,1900,2300,2700,2900,9300,12000,12000,13000,14000,14000,14000,948,0,1900.0,2959.6876539879395,332.573052495718,14163.678981363773,20056.0
1665019687,368,,Aggregated,32.400000,0.000000,2000,2500,2900,3400,11000,12000,13000,14000,14000,15000,15000,1042,0,2000.0,3313.0983862053467,332.573052495718,14507.536135613918,20056.0
1665019688,375,,Aggregated,32.400000,0.000000,2000,2500,3000,3500,11000,12000,13000,14000,14000,15000,15000,1053,0,2000.0,3363.5676101713325,332.573052495718,14507.536135613918,20056.0
1665019689,387,,Aggregated,32.400000,0.000000,2000,2500,3000,3500,11000,12000,13000,14000,14000,15000,15000,1053,0,2000.0,3363.5676101713325,332.573052495718,14507.536135613918,20056.0
1665019690,394,,Aggregated,31.700000,0.000000,2100,2700,3200,3900,12000,13000,14000,14000,15000,15000,15000,1118,0,2100.0,3617.2218633372477,332.573052495718,15274.738822132349,20056.0
1665019691,404,,Aggregated,32.000000,0.000000,2100,2700,3300,4000,12000,13000,14000,14000,15000,15000,15000,1138,0,2100.0,3676.080666636305,332.573052495718,15274.738822132349,20056.0
1665019692,419,,Aggregated,32.000000,0.000000,2100,2700,3300,4000,12000,13000,14000,14000,15000,15000,15000,1138,0,2100.0,3676.080666636305,332.573052495718,15274.738822132349,20056.0
1665019693,424,,Aggregated,31.100000,0.000000,2200,2800,3700,4500,12000,14000,14000,15000,15000,16000,16000,1212,0,2200.0,3932.027362603633,332.573052495718,15540.623974055052,20056.0
1665019694,440,,Aggregated,31.200000,0.000000,2300,2900,3800,4900,13000,14000,15000,15000,16000,16000,16000,1242,0,2200.0,4031.52373674867,332.573052495718,15693.95599514246,20056.0
1665019695,445,,Aggregated,31.200000,0.000000,2300,2900,3800,4900,13000,14000,15000,15000,16000,16000,16000,1242,0,2200.0,4031.52373674867,332.573052495718,15693.95599514246,20056.0
