benchmark,k8senv,sbatch,numctn,cscenario,cbatch,reps,qps,mean,p50,p80,p90,p95,p99,p999
resnet,none,1,1,offline,1,10, 9.460323315097774, 1298.7947322857792, 1298.69161781, 2076.336846771, 2337.875393535, 2467.43208665875, 2571.341323879, 2592.541989096575
resnet,none,1,1,offline,2,10, 10.829275361791542, 1137.1271470112968, 1136.1296375064999, 1815.254757606, 2043.6366479865, 2157.039447454, 2248.630085556, 2263.845699072
resnet,none,1,1,offline,4,10, 11.779710968239629, 1056.5580704687216, 1056.3873101085, 1680.820556793, 1887.279451535, 1990.957670678, 2072.954833757, 2081.341038637
resnet,none,1,1,offline,8,10, 12.570170131655814, 1001.6428819504121, 1001.321999825, 1584.573800523, 1778.948474761, 1875.382073664, 1949.063194732, 1949.074468236
resnet,none,1,1,offline,10,10, 12.705023086450685, 1002.3120831687584, 1003.896918822, 1578.771455308, 1768.845686183, 1861.361858618, 1929.3561166680001, 1930.451101912
resnet,none,1,1,offline,16,10, 12.952430386011773, 996.970189828164, 998.8343130095, 1561.499839516, 1749.794937244, 1842.709183938, 1892.528088332, 1894.1068180849998
resnet,none,1,1,offline,32,10, 12.894685663049739, 1047.2503850000885, 1049.0940586995, 1614.457218021, 1801.715307856, 1893.926718568, 1901.409629209, 1905.864873418
resnet,none,1,2,offline,1,10, 9.447109114730514, 1301.195143781523, 1300.6448393445, 2080.396422524, 2341.0307376869996, 2470.58248560525, 2574.8274658695, 2596.129785303925
resnet,none,1,2,offline,2,10, 10.828844079240515, 1138.238943336928, 1139.6194171795, 1817.480909736, 2045.0824499605, 2158.344397947, 2248.70581040425, 2264.172639562
resnet,none,1,2,offline,4,10, 11.872518453953404, 1045.7980640453836, 1045.205081426, 1665.901178382, 1872.881530475, 1975.781890856, 2056.549190036, 2064.843125217
resnet,none,1,2,offline,8,10, 12.773915290683775, 985.0945990661976, 984.8341954405, 1560.936564644, 1752.810249958, 1848.032534057, 1919.271667741, 1919.28322577
resnet,none,1,2,offline,10,10, 12.809557193424531, 990.0996251468144, 989.749996652, 1564.728288561, 1754.368307485, 1848.335079749, 1914.03212944525, 1914.662527049
resnet,none,1,2,offline,16,10, 12.941919379078662, 997.3023571141024, 998.7120944119999, 1561.916185253, 1749.692472631, 1843.388698314, 1893.388483825, 1895.525456152
resnet,none,1,2,offline,32,10, 12.972409123935357, 1039.7162317579766, 1045.16999435, 1605.033692439, 1792.95304837, 1885.344608217, 1892.7467843, 1894.310635475
resnet,none,1,4,offline,1,10, 9.52090279726909, 1293.309545704449, 1293.3572287405, 2067.056921416, 2326.552320689, 2453.0098393914996, 2555.07224720525, 2575.96662978225
resnet,none,1,4,offline,2,10, 10.698460329404643, 1160.1371966776405, 1162.0408202945, 1844.511391729, 2072.838141024, 2185.569794535, 2276.46321547275, 2292.023697446
resnet,none,1,4,offline,4,10, 11.752968568061748, 1061.0693647734997, 1061.219630884, 1683.523715304, 1891.906864475, 1995.537868574, 2077.782292341, 2085.927070359
resnet,none,1,4,offline,8,10, 12.607834934780254, 997.0280045458002, 996.022704403, 1579.642201523, 1774.253962213, 1872.326105546, 1944.380159465, 1944.459510159
resnet,none,1,4,offline,10,10,,,,,,,,
resnet,none,1,4,offline,16,10,,,,,,,,
resnet,none,1,4,offline,32,10,,,,,,,,
resnet,none,1,8,offline,1,10,,,,,,,,
resnet,none,1,8,offline,2,10,,,,,,,,
resnet,none,1,8,offline,4,10,,,,,,,,
