Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,4131,0,39000.0,29666.17969785781,657.3164127767086,53238.62247914076,50154.0,13.763375693344653,0.0,39000,44000,45000,45000,47000,48000,49000,49000,52000,53000,53000
,Aggregated,4131,0,39000.0,29666.17969785781,657.3164127767086,53238.62247914076,50154.0,13.763375693344653,0.0,39000,44000,45000,45000,47000,48000,49000,49000,52000,53000,53000
