Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,21559,0,4800.0,5171.192564041023,83.27914401888847,10509.066242724657,10042.0,71.84532882396958,0.0,4800,8300,8400,8500,8700,8900,9100,9200,9700,10000,11000
,Aggregated,21559,0,4800.0,5171.192564041023,83.27914401888847,10509.066242724657,10042.0,71.84532882396958,0.0,4800,8300,8400,8500,8700,8900,9100,9200,9700,10000,11000
