benchmark,k8senv,sbatch,numctn,cscenario,cbatch,reps,qps,mean,p50,p80,p90,p95,p99,p999
resnet,cpumem,32,1,offline,1,10, 104.26783972361608, 34.67251686244781, 34.7045520005, 55.2566472544, 62.0791329381, 65.5041859942, 68.43321940531999, 69.20116452890001
resnet,cpumem,32,2,offline,1,10, 152.26029784568408, 11.370945718966134, 11.073950791000001, 18.3396552816, 20.7119094327, 21.9080698004, 23.328431060400003, 23.919168276795006
resnet,cpumem,32,4,offline,1,10, 156.60002483166326, 9.812778373247532, 9.613918735999999, 15.5543935968, 17.5116119751, 18.7678942002, 20.3871786196, 21.606342592932073
resnet,cpumem,32,8,offline,1,10, 159.54693435756784, 9.426748976142733, 9.2088250205, 14.775753038000001, 16.503465916299998, 17.444958980699997, 18.800198272230002, 19.860024514179013
resnet,cpumem,32,16,offline,1,10, 173.2898526225532, 5.7761782060414, 5.6437113365, 8.853575363, 9.9449909428, 10.5690550221, 11.46569320735, 12.445328813424027
resnet,cpumem,32,32,offline,1,10, 170.59655797866728, 5.4531757786418, 5.241976932, 8.2699920822, 9.6355905093, 10.330012458099999, 11.437992713909999, 13.267179960932008
