Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,24910,0,4600.0,4926.291965268214,960.3773355484009,12090.917073190212,5035.0,83.6820135992929,0.0,4600,5000,5400,5700,6500,7300,8100,8800,11000,12000,12000
,Aggregated,24910,0,4600.0,4926.291965268214,960.3773355484009,12090.917073190212,5035.0,83.6820135992929,0.0,4600,5000,5400,5700,6500,7300,8100,8800,11000,12000,12000
