Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,5227,0,30000.0,23538.175516404954,709.3416601419449,41983.37595537305,40140.0,17.408108512681384,0.0,30000,31000,32000,32000,33000,34000,35000,35000,38000,42000,42000
,Aggregated,5227,0,30000.0,23538.175516404954,709.3416601419449,41983.37595537305,40140.0,17.408108512681384,0.0,30000,31000,32000,32000,33000,34000,35000,35000,38000,42000,42000
