Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,4122,0,37000.0,29783.22898300635,1102.6001498103142,49981.35121911764,50154.0,13.726679464218412,0.0,37000,39000,39000,40000,41000,42000,43000,44000,47000,50000,50000
,Aggregated,4122,0,37000.0,29783.22898300635,1102.6001498103142,49981.35121911764,50154.0,13.726679464218412,0.0,37000,39000,39000,40000,41000,42000,43000,44000,47000,50000,50000
