Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,5208,0,31000.0,23573.426767264547,1007.1410574018955,40060.119692236185,40140.0,17.345782231586764,0.0,31000,33000,34000,34000,35000,35000,36000,37000,39000,40000,40000
,Aggregated,5208,0,31000.0,23573.426767264547,1007.1410574018955,40060.119692236185,40140.0,17.345782231586764,0.0,31000,33000,34000,34000,35000,35000,36000,37000,39000,40000,40000
