Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,5246,0,30000.0,23604.22953078754,657.5937941670418,37747.15559184551,40140.0,17.476787566662082,0.0,30000,31000,32000,32000,33000,34000,35000,35000,37000,38000,38000
,Aggregated,5246,0,30000.0,23604.22953078754,657.5937941670418,37747.15559184551,40140.0,17.476787566662082,0.0,30000,31000,32000,32000,33000,34000,35000,35000,37000,38000,38000
