Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,41992,0,1400.0,2227.2888814866687,156.59046173095703,6621.384967118502,5035.0,141.29652803338746,0.0,1400,3800,3900,4000,4100,4300,4400,4600,6200,6500,6600
,Aggregated,41992,0,1400.0,2227.2888814866687,156.59046173095703,6621.384967118502,5035.0,141.29652803338746,0.0,1400,3800,3900,4000,4100,4300,4400,4600,6200,6500,6600
