Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,21548,0,4400.0,5186.704641513192,104.66378554701805,10022.51436561346,10042.0,71.78503926785582,0.0,4400,8400,8500,8600,8800,8900,9100,9200,9600,9800,10000
,Aggregated,21548,0,4400.0,5186.704641513192,104.66378554701805,10022.51436561346,10042.0,71.78503926785582,0.0,4400,8400,8500,8600,8800,8900,9100,9200,9600,9800,10000
