Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1665000505,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1665000506,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1665000507,29,,Aggregated,0.000000,0.000000,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,6,0,1300.0,1109.6891208241384,508.0268457531929,1407.3260724544525,50154.0
1665000508,37,,Aggregated,0.000000,0.000000,1300,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,11,0,1300.0,1205.053023655306,508.0268457531929,1407.3260724544525,50154.0
1665000509,47,,Aggregated,0.000000,0.000000,1300,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,11,0,1300.0,1205.053023655306,508.0268457531929,1407.3260724544525,50154.0
1665000510,57,,Aggregated,3.666667,0.000000,1400,1400,1600,1700,1900,2000,2000,2000,2000,2000,2000,23,0,1400.0,1350.874438881874,508.0268457531929,1997.6109713315964,50154.0
1665000511,69,,Aggregated,4.000000,0.000000,1400,1500,1700,1800,2000,2100,2300,2300,2300,2300,2300,35,0,1400.0,1396.1458100804261,508.0268457531929,2286.6934426128864,50154.0
1665000512,74,,Aggregated,4.000000,0.000000,1400,1500,1700,1800,2000,2100,2300,2300,2300,2300,2300,35,0,1400.0,1396.1458100804261,508.0268457531929,2286.6934426128864,50154.0
1665000513,88,,Aggregated,5.833333,0.000000,1400,1800,2100,2300,2800,3400,4300,4300,4300,4300,4300,43,0,1400.0,1724.9590733716655,508.0268457531929,4310.7985854148865,50154.0
1665000514,99,,Aggregated,5.833333,0.000000,2000,2600,2800,2800,3500,4300,5000,5000,5000,5000,5000,62,0,1900.0,2141.656348782201,508.0268457531929,5011.09617203474,50154.0
1665000515,106,,Aggregated,5.833333,0.000000,2000,2600,2800,2800,3500,4300,5000,5000,5000,5000,5000,62,0,1900.0,2141.656348782201,508.0268457531929,5011.09617203474,50154.0
1665000516,117,,Aggregated,7.222222,0.000000,2200,2800,3000,3200,4300,5000,5300,6300,6300,6300,6300,72,0,2100.0,2362.3423538584675,508.0268457531929,6265.407063066959,50154.0
1665000517,127,,Aggregated,7.500000,0.000000,2800,3000,3500,4300,5000,6000,6300,6300,6300,6300,6300,95,0,2800.0,2791.553395868916,508.0268457531929,6267.097480595112,50154.0
