benchmark,k8senv,sbatch,numctn,cscenario,cbatch,reps,qps,mean,p50,p80,p90,p95,p99,p999
resnet,cpumemory,32,1,offline,1,10, 104.29016442575815, 27.81545380265773, 27.871935645, 44.02820766640001, 49.9289358324, 52.6017528886, 54.62972572336, 55.093691510308
resnet,cpumemory,32,2,offline,1,10, 153.06540812489595, 9.045511672586006, 9.066597834, 13.9403085982, 15.6216939626, 17.027112790799997, 18.23547926052, 18.725918337588013
resnet,cpumemory,32,4,offline,1,10, 156.6276652030285, 7.951229779083549, 7.977295448, 12.194422120400004, 13.763391878, 14.765384843799996, 16.241117859119996, 17.53400439585207
resnet,cpumemory,32,8,offline,1,10, 158.90042210308604, 7.671345722658226, 7.607699815, 11.6266760402, 13.138849412, 14.0407444436, 15.421605051759999, 16.698551299116083
resnet,cpumemory,32,16,offline,1,10, 172.8193261798618, 4.708868235825739, 4.749767945, 6.948040134800001, 7.7861553778, 8.5446089128, 9.910614366479997, 11.518189541620009
resnet,cpumemory,32,32,offline,1,10, 167.7206101867999, 4.3786961942540605, 4.31498573, 6.284444534, 7.125654996600001, 7.869180963399999, 9.122554827559997, 11.707355499384
