Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,43299,0,2300.0,2422.9670124069826,1088.878471404314,8524.517469108105,5035.0,145.4363277700057,0.0,2300,2600,2800,3300,3500,3500,3800,4500,6700,7800,8500
,Aggregated,43299,0,2300.0,2422.9670124069826,1088.878471404314,8524.517469108105,5035.0,145.4363277700057,0.0,2300,2600,2800,3300,3500,3500,3800,4500,6700,7800,8500
