Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,42299,0,1500.0,2213.6754709160277,89.57189321517944,5481.339517980814,5035.0,142.03599248189465,0.0,1500,3900,4000,4000,4100,4200,4300,4400,4900,5200,5500
,Aggregated,42299,0,1500.0,2213.6754709160277,89.57189321517944,5481.339517980814,5035.0,142.03599248189465,0.0,1500,3900,4000,4000,4100,4200,4300,4400,4900,5200,5500
