Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,2015,0,65000.0,58771.466503545606,5382.42094963789,86178.97343635559,80252.0,6.718344823018391,0.0,65000,67000,68000,69000,75000,80000,83000,84000,86000,86000,86000
,Aggregated,2015,0,65000.0,58771.466503545606,5382.42094963789,86178.97343635559,80252.0,6.718344823018391,0.0,65000,67000,68000,69000,75000,80000,83000,84000,86000,86000,86000
