Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,43308,0,2300.0,2415.1399365744205,987.6638948917389,7900.720678269863,5035.0,145.89681355213287,0.0,2300,2500,2900,3000,3100,3100,3300,4100,6500,7400,7900
,Aggregated,43308,0,2300.0,2415.1399365744205,987.6638948917389,7900.720678269863,5035.0,145.89681355213287,0.0,2300,2500,2900,3000,3100,3100,3300,4100,6500,7400,7900
