Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,2407,0,58000.0,48748.18355465207,4192.821469157934,87183.87094140053,80252.0,8.02764166087685,0.0,58000,65000,67000,68000,71000,74000,76000,78000,85000,87000,87000
,Aggregated,2407,0,58000.0,48748.18355465207,4192.821469157934,87183.87094140053,80252.0,8.02764166087685,0.0,58000,65000,67000,68000,71000,74000,76000,78000,85000,87000,87000
