benchmark,k8senv,sbatch,numctn,cscenario,cbatch,reps,qps,mean,p50,p80,p90,p95,p99,p999
resnet,cpumemory,0,1,offline,10,10, 117.87787540925908, 103.25832124603737, 101.651142121, 165.792767486, 187.775350699, 198.584617677, 207.8081594435, 208.441836558
resnet,cpumemory,0,2,offline,10,10, 159.30887793408604, 78.20710805801465, 78.094587806, 124.032509664, 139.273605236, 147.0247825, 152.99845389825, 154.204757886
resnet,cpumemory,0,4,offline,10,10, 160.46756766975705, 77.72979865275668, 77.742716822, 123.435139055, 138.670818377, 146.107977227, 152.182820555, 153.110653579
resnet,cpumemory,0,8,offline,10,10, 159.09198429645824, 78.04470905745906, 78.143465756, 124.001538994, 139.109761796, 146.554781375, 152.70417805875002, 154.098474884
resnet,cpumemory,0,16,offline,10,10, 156.9936168221312, 78.77139469936124, 78.753188377, 125.035906699, 140.525311559, 148.3742228, 154.27171724325, 156.37880471
resnet,cpumemory,0,32,offline,10,10, 145.2253909509832, 84.99043609195394, 85.030940762, 134.668427381, 151.782921689, 160.166175242, 166.961729489, 168.909586916
