Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1664987245,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1664987246,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1664987247,20,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1,0,1176.0545410215855,1176.0545410215855,1176.0545410215855,1176.0545410215855,40140.0
1664987248,30,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1300,1300,1300,1300,1300,1300,1300,13,0,1200.0,1049.0228361808336,346.856240183115,1267.0959420502186,40140.0
1664987249,40,,Aggregated,0.000000,0.000000,1200,1200,1200,1200,1300,1300,1300,1300,1300,1300,1300,13,0,1200.0,1049.0228361808336,346.856240183115,1267.0959420502186,40140.0
1664987250,57,,Aggregated,3.666667,0.000000,1200,1200,1300,1300,1400,1700,1700,1700,1700,1700,1700,16,0,1200.0,1107.3915753513575,346.856240183115,1706.452339887619,40140.0
1664987251,69,,Aggregated,5.500000,0.000000,1200,1400,1600,1700,2000,2000,2100,2100,2100,2100,2100,49,0,1200.0,1274.956402121758,346.856240183115,2101.1360958218575,40140.0
1664987252,76,,Aggregated,5.500000,0.000000,1200,1400,1600,1700,2000,2000,2100,2100,2100,2100,2100,49,0,1200.0,1274.956402121758,346.856240183115,2101.1360958218575,40140.0
1664987253,86,,Aggregated,5.500000,0.000000,1200,1400,1600,1700,2000,2000,2100,2100,2100,2100,2100,49,0,1200.0,1274.956402121758,346.856240183115,2101.1360958218575,40140.0
1664987254,97,,Aggregated,8.142857,0.000000,1700,2100,2400,2600,3400,3600,4300,4500,4500,4500,4500,87,0,1700.0,1894.0973329389917,346.856240183115,4487.945836037397,40140.0
1664987255,107,,Aggregated,8.142857,0.000000,1700,2100,2400,2600,3400,3600,4300,4500,4500,4500,4500,87,0,1700.0,1894.0973329389917,346.856240183115,4487.945836037397,40140.0
1664987256,118,,Aggregated,8.142857,0.000000,1700,2100,2400,2600,3400,3600,4300,4500,4500,4500,4500,87,0,1700.0,1894.0973329389917,346.856240183115,4487.945836037397,40140.0
1664987257,126,,Aggregated,8.888889,0.000000,2000,2800,3300,3500,3700,4300,4800,5100,5200,5200,5200,113,0,2000.0,2302.7020666121907,346.856240183115,5168.169543147087,40140.0
1664987258,140,,Aggregated,9.500000,0.000000,2200,3000,3500,3600,4000,4600,5100,5200,5300,5300,5300,120,0,2200.0,2413.887359263996,346.856240183115,5262.737262994051,40140.0
1664987259,143,,Aggregated,9.500000,0.000000,2200,3000,3500,3600,4000,4600,5100,5200,5300,5300,5300,120,0,2200.0,2413.887359263996,346.856240183115,5262.737262994051,40140.0
1664987260,153,,Aggregated,11.000000,0.000000,2500,3400,3700,4000,4800,5300,6100,6100,7000,7000,7000,136,0,2500.0,2735.838732599993,346.856240183115,6956.690866500139,40140.0
1664987261,169,,Aggregated,11.000000,0.000000,3000,3800,4300,4600,5200,5700,6700,7100,7600,7600,7600,158,0,3000.0,3059.365862225996,346.856240183115,7560.194775462151,40140.0
1664987262,177,,Aggregated,11.000000,0.000000,3000,3800,4300,4600,5200,5700,6700,7100,7600,7600,7600,158,0,3000.0,3059.365862225996,346.856240183115,7560.194775462151,40140.0
1664987263,187,,Aggregated,12.300000,0.000000,3300,4000,4600,4700,5700,6500,7600,8100,9400,9400,9400,168,0,3300.0,3282.2667388910695,346.856240183115,9433.986354619265,40140.0
1664987264,198,,Aggregated,11.500000,0.000000,3600,4600,5200,5600,6300,7000,7800,8200,9400,9400,9400,192,0,3600.0,3652.28281338932,346.856240183115,9433.986354619265,40140.0
1664987265,205,,Aggregated,11.500000,0.000000,3600,4600,5200,5600,6300,7000,7800,8200,9400,9400,9400,192,0,3600.0,3652.28281338932,346.856240183115,9433.986354619265,40140.0
