Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,4003,61,32000.0,30820.160304779914,346.856240183115,66897.81534299254,39529.13140144891,13.339591203577847,0.20327630862309484,32000,35000,37000,38000,44000,48000,54000,57000,65000,67000,67000
,Aggregated,4003,61,32000.0,30820.160304779914,346.856240183115,66897.81534299254,39529.13140144891,13.339591203577847,0.20327630862309484,32000,35000,37000,38000,44000,48000,54000,57000,65000,67000,67000
