Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,43423,0,2400.0,2415.1270376722596,921.6862916946411,7730.057183653116,5035.0,145.87580820434755,0.0,2400,2500,2700,3200,3300,3400,3600,4000,6400,7200,7700
,Aggregated,43423,0,2400.0,2415.1270376722596,921.6862916946411,7730.057183653116,5035.0,145.87580820434755,0.0,2400,2500,2700,3200,3300,3400,3600,4000,6400,7200,7700
