Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,42709,0,1500.0,2125.959312100999,51.39215290546417,6175.228003412485,5035.0,142.18112541575348,0.0,1500,2800,3900,4100,4300,4400,4500,4600,4900,5300,6200
,Aggregated,42709,0,1500.0,2125.959312100999,51.39215290546417,6175.228003412485,5035.0,142.18112541575348,0.0,1500,2800,3900,4100,4300,4400,4500,4600,4900,5300,6200
