Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,2428,0,41000.0,48031.18909646863,1112.9448264837265,110011.04490086436,80252.0,8.0863372563486,0.0,41000,68000,78000,81000,85000,89000,94000,97000,107000,110000,110000
,Aggregated,2428,0,41000.0,48031.18909646863,1112.9448264837265,110011.04490086436,80252.0,8.0863372563486,0.0,41000,68000,78000,81000,85000,89000,94000,97000,107000,110000,110000
