Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,10731,0,15000.0,11330.132999885198,193.15382838249207,18993.452593684196,20056.0,35.73623400699049,0.0,15000,16000,16000,16000,17000,17000,18000,18000,19000,19000,19000
,Aggregated,10731,0,15000.0,11330.132999885198,193.15382838249207,18993.452593684196,20056.0,35.73623400699049,0.0,15000,16000,16000,16000,17000,17000,18000,18000,19000,19000,19000
