Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1665014703,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1665014704,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1665014705,29,,Aggregated,0.000000,0.000000,520,530,590,590,590,600,600,600,600,600,600,14,0,510.0,511.4409191800015,335.5836272239685,597.4136777222157,20056.0
1665014706,38,,Aggregated,0.000000,0.000000,530,560,580,590,590,600,630,630,630,630,630,22,0,520.0,516.1747998473319,335.5836272239685,625.9584687650204,20056.0
1665014707,50,,Aggregated,0.000000,0.000000,530,560,580,590,590,600,630,630,630,630,630,22,0,520.0,516.1747998473319,335.5836272239685,625.9584687650204,20056.0
1665014708,52,,Aggregated,7.333333,0.000000,530,580,600,610,650,700,860,860,860,860,860,43,0,530.0,522.8086223955764,202.95880362391472,864.6159432828426,20056.0
1665014709,67,,Aggregated,12.250000,0.000000,530,600,630,650,760,860,980,1200,1200,1200,1200,94,0,530.0,547.3578443869632,193.15382838249207,1207.5519636273384,20056.0
1665014710,76,,Aggregated,12.250000,0.000000,530,600,630,650,760,860,980,1200,1200,1200,1200,94,0,530.0,547.3578443869632,193.15382838249207,1207.5519636273384,20056.0
1665014711,85,,Aggregated,15.333333,0.000000,580,630,670,760,860,1100,1400,1400,1700,1700,1700,115,0,580.0,602.1824100095292,193.15382838249207,1691.8044313788414,20056.0
1665014712,96,,Aggregated,17.142857,0.000000,650,820,920,980,1300,1400,1600,1700,1900,1900,1900,185,0,650.0,738.7747366484758,193.15382838249207,1927.1879084408283,20056.0
1665014713,109,,Aggregated,17.142857,0.000000,650,820,920,980,1300,1400,1600,1700,1900,1900,1900,185,0,650.0,738.7747366484758,193.15382838249207,1927.1879084408283,20056.0
1665014714,118,,Aggregated,20.444444,0.000000,670,850,980,1100,1400,1500,1700,1900,2200,2200,2200,204,0,670.0,795.4544937603322,193.15382838249207,2171.363953500986,20056.0
1665014715,123,,Aggregated,22.000000,0.000000,850,1100,1300,1500,1700,1900,2400,3100,3500,3500,3500,284,0,840.0,984.2279472086631,193.15382838249207,3492.5804659724236,20056.0
