Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,21539,0,3800.0,5201.145340899921,156.5662957727909,11184.660263359547,10042.0,71.7175315196054,0.0,3800,8900,9100,9100,9300,9500,9600,9800,10000,11000,11000
,Aggregated,21539,0,3800.0,5201.145340899921,156.5662957727909,11184.660263359547,10042.0,71.7175315196054,0.0,3800,8900,9100,9100,9300,9500,9600,9800,10000,11000,11000
