Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1664972403,1,,Aggregated,0.000000,0.000000,15,15,15,15,15,15,15,15,15,15,15,2,2,10,12.282250449061394,9.91300493478775,14.651495963335037,0.0
1664972404,1,,Aggregated,1.000000,1.000000,11,11,15,15,15,15,15,15,15,15,15,3,3,11,11.693106343348822,9.91300493478775,14.651495963335037,0.0
1664972405,1,,Aggregated,0.500000,0.500000,11,11,15,15,15,15,15,15,15,15,15,4,4,11,11.41216978430748,9.91300493478775,14.651495963335037,0.0
1664972406,1,,Aggregated,0.666667,0.666667,11,11,11,15,15,15,15,15,15,15,15,5,5,11,11.148795485496521,9.91300493478775,14.651495963335037,0.0
1664972407,1,,Aggregated,0.750000,0.750000,11,11,11,11,15,15,15,15,15,15,15,6,6,10,10.965375850598017,9.91300493478775,14.651495963335037,0.0
1664972408,1,,Aggregated,0.750000,0.750000,11,11,11,11,15,15,15,15,15,15,15,6,6,10,10.965375850598017,9.91300493478775,14.651495963335037,0.0
1664972409,1,,Aggregated,0.800000,0.800000,11,11,11,11,15,15,15,15,15,15,15,7,7,11,10.909625994307655,9.91300493478775,14.651495963335037,0.0
1664972410,1,,Aggregated,0.833333,0.833333,11,11,11,11,15,15,15,15,15,15,15,8,8,10,10.857775341719389,9.91300493478775,14.651495963335037,0.0
1664972411,1,,Aggregated,0.875000,0.875000,11,11,11,12,15,15,15,15,15,15,15,9,9,11,11.02011361055904,9.91300493478775,14.651495963335037,0.0
1664972412,1,,Aggregated,0.888889,0.888889,11,11,11,12,15,15,15,15,15,15,15,10,10,11,10.98395325243473,9.91300493478775,14.651495963335037,0.0
1664972413,1,,Aggregated,0.800000,0.800000,11,11,11,11,12,15,15,15,15,15,15,11,11,11,10.904517702080987,9.91300493478775,14.651495963335037,0.0
1664972414,1,,Aggregated,0.800000,0.800000,11,11,11,11,12,15,15,15,15,15,15,12,12,10,10.832499712705612,9.91300493478775,14.651495963335037,0.0
1664972415,1,,Aggregated,0.900000,0.900000,11,11,11,12,12,15,15,15,15,15,15,13,13,11,10.908189014746593,9.91300493478775,14.651495963335037,0.0
1664972416,1,,Aggregated,0.900000,0.900000,11,11,11,12,12,15,15,15,15,15,15,13,13,11,10.908189014746593,9.91300493478775,14.651495963335037,0.0
1664972417,1,,Aggregated,0.900000,0.900000,11,11,11,12,12,15,15,15,15,15,15,14,14,11,10.922540511403765,9.91300493478775,14.651495963335037,0.0
1664972418,1,,Aggregated,0.900000,0.900000,11,11,11,12,12,15,15,15,15,15,15,15,15,11,10.878653327624003,9.91300493478775,14.651495963335037,0.0
1664972419,1,,Aggregated,0.900000,0.900000,11,11,11,11,12,15,15,15,15,15,15,16,16,10,10.833208914846182,9.91300493478775,14.651495963335037,0.0
1664972420,1,,Aggregated,0.800000,0.800000,10,11,11,11,12,15,15,15,15,15,15,17,17,10,10.7906451996635,9.91300493478775,14.651495963335037,0.0
1664972421,1,,Aggregated,0.800000,0.800000,10,11,11,11,12,15,15,15,15,15,15,18,18,10,10.757661735018095,9.91300493478775,14.651495963335037,0.0
1664972422,1,,Aggregated,0.800000,0.800000,10,11,11,11,12,15,15,15,15,15,15,19,19,10,10.72746632914794,9.91300493478775,14.651495963335037,0.0
1664972423,1,,Aggregated,0.900000,0.900000,10,11,11,12,13,15,15,15,15,15,15,20,20,10,10.850773192942142,9.91300493478775,14.651495963335037,0.0
1664972425,1,,Aggregated,0.900000,0.900000,10,11,11,12,13,15,15,15,15,15,15,20,20,10,10.850773192942142,9.91300493478775,14.651495963335037,0.0
1664972426,1,,Aggregated,0.900000,0.900000,10,11,11,11,12,13,15,15,15,15,15,21,21,10,10.840383846135367,9.91300493478775,14.651495963335037,0.0
1664972427,1,,Aggregated,0.900000,0.900000,10,11,11,11,12,13,15,15,15,15,15,22,22,10,10.80982895060019,9.91300493478775,14.651495963335037,0.0
1664972428,1,,Aggregated,0.800000,0.800000,10,11,11,11,12,13,15,15,15,15,15,23,23,10,10.78959327677022,9.91300493478775,14.651495963335037,0.0
1664972429,1,,Aggregated,0.800000,0.800000,10,11,11,11,12,13,15,15,15,15,15,24,24,10,10.759841185063124,9.91300493478775,14.651495963335037,0.0
1664972430,1,,Aggregated,0.800000,0.800000,10,11,11,11,12,13,15,15,15,15,15,25,25,10,10.735605359077454,9.91300493478775,14.651495963335037,0.0
1664972431,1,,Aggregated,0.900000,0.900000,10,11,11,11,13,14,15,15,15,15,15,26,26,10,10.846002170672783,9.91300493478775,14.651495963335037,0.0
1664972432,1,,Aggregated,0.900000,0.900000,10,11,11,11,13,14,15,15,15,15,15,27,27,10,10.857039303691298,9.91300493478775,14.651495963335037,0.0
1664972433,1,,Aggregated,0.900000,0.900000,10,11,11,11,13,14,15,15,15,15,15,27,27,10,10.857039303691298,9.91300493478775,14.651495963335037,0.0
1664972434,1,,Aggregated,0.900000,0.900000,10,11,11,11,13,14,15,15,15,15,15,28,28,10,10.85892878472805,9.91300493478775,14.651495963335037,0.0
1664972435,1,,Aggregated,0.900000,0.900000,10,11,11,12,13,14,15,15,15,15,15,29,29,10,10.90327688846095,9.91300493478775,14.651495963335037,0.0
1664972436,1,,Aggregated,0.800000,0.800000,11,11,11,12,13,14,15,15,15,15,15,30,30,10,10.935565456748009,9.91300493478775,14.651495963335037,0.0
1664972437,1,,Aggregated,0.800000,0.800000,11,11,12,12,12,14,15,15,15,15,15,31,31,11,10.983780627289127,9.91300493478775,14.651495963335037,0.0
1664972438,1,,Aggregated,0.900000,0.900000,11,11,12,12,13,14,15,15,15,15,15,32,32,11,11.040971032343805,9.91300493478775,14.651495963335037,0.0
1664972439,1,,Aggregated,0.900000,0.900000,11,11,12,12,13,14,15,15,15,15,15,33,33,11,11.021795485055808,9.91300493478775,14.651495963335037,0.0
1664972440,1,,Aggregated,0.900000,0.900000,11,11,12,12,13,14,15,15,15,15,15,33,33,11,11.021795485055808,9.91300493478775,14.651495963335037,0.0
1664972441,1,,Aggregated,0.900000,0.900000,11,11,12,12,13,14,15,15,15,15,15,34,34,11,11.012884185594672,9.91300493478775,14.651495963335037,0.0
1664972442,1,,Aggregated,0.900000,0.900000,11,11,12,12,13,14,15,15,15,15,15,35,35,11,10.980137224708285,9.866740554571152,14.651495963335037,0.0
1664972443,1,,Aggregated,0.800000,0.800000,11,11,12,12,13,14,15,15,15,15,15,36,36,10,10.957130851844946,9.866740554571152,14.651495963335037,0.0
1664972444,1,,Aggregated,0.800000,0.800000,10,11,11,12,13,14,15,15,15,15,15,37,37,10,10.935534395881602,9.866740554571152,14.651495963335037,0.0
1664972445,1,,Aggregated,0.800000,0.800000,10,11,11,12,13,14,15,15,15,15,15,38,38,10,10.916225514129588,9.866740554571152,14.651495963335037,0.0
1664972446,1,,Aggregated,0.900000,0.900000,10,11,11,12,13,14,15,15,15,15,15,39,39,10,10.908867113101177,9.866740554571152,14.651495963335037,0.0
1664972447,1,,Aggregated,0.900000,0.900000,11,11,11,12,13,14,15,15,15,15,15,40,40,10,10.899419337511063,9.866740554571152,14.651495963335037,0.0
1664972448,1,,Aggregated,0.900000,0.900000,11,11,11,12,13,14,15,15,15,15,15,40,40,10,10.899419337511063,9.866740554571152,14.651495963335037,0.0
1664972449,1,,Aggregated,0.900000,0.900000,11,11,11,12,12,13,15,15,15,15,15,41,41,11,10.890546550111074,9.866740554571152,14.651495963335037,0.0
1664972450,1,,Aggregated,0.800000,0.800000,11,11,11,12,12,13,15,15,15,15,15,42,42,10,10.870951626982007,9.866740554571152,14.651495963335037,0.0
1664972451,1,,Aggregated,0.800000,0.800000,10,11,11,12,12,13,15,15,15,15,15,43,43,10,10.854588951482329,9.866740554571152,14.651495963335037,0.0
1664972452,1,,Aggregated,0.800000,0.800000,10,11,11,12,12,13,15,15,15,15,15,44,44,10,10.840316557071425,9.866740554571152,14.651495963335037,0.0
1664972453,1,,Aggregated,0.900000,0.900000,10,11,11,12,12,13,15,15,15,15,15,45,45,10,10.849398622910181,9.866740554571152,14.651495963335037,0.0
1664972454,1,,Aggregated,0.900000,0.900000,11,11,11,12,12,13,15,15,15,15,15,46,46,10,10.878383141496908,9.866740554571152,14.651495963335037,0.0
1664972455,1,,Aggregated,0.900000,0.900000,11,11,11,12,12,13,15,15,15,15,15,47,47,11,10.872224940264479,9.866740554571152,14.651495963335037,0.0
1664972456,1,,Aggregated,0.900000,0.900000,11,11,11,12,12,13,15,15,15,15,15,47,47,11,10.872224940264479,9.866740554571152,14.651495963335037,0.0
