Method,Name,Error,Occurrences
POST,/v1/models/resnet:predict,"HTTPConnectionPool(host='172.30.0.50', port=31930): Max retries exceeded with url: /v1/models/resnet:predict (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x2b85c3c63f40>: Failed to establish a new connection: [Errno 111] Connection refused'))",232
