Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,43430,0,2800.0,2414.22907214731,870.8681091666222,6674.933027476072,5035.0,145.92214761291655,0.0,2800,2900,2900,3000,3000,3100,3300,3800,6100,6500,6700
,Aggregated,43430,0,2800.0,2414.22907214731,870.8681091666222,6674.933027476072,5035.0,145.92214761291655,0.0,2800,2900,2900,3000,3000,3100,3300,3800,6100,6500,6700
