Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,43443,0,2300.0,2414.585759695228,1145.4820558428764,7820.837117731571,5035.0,145.91921855931744,0.0,2300,2500,3000,3100,3200,3300,3400,4100,6600,7500,7800
,Aggregated,43443,0,2300.0,2414.585759695228,1145.4820558428764,7820.837117731571,5035.0,145.91921855931744,0.0,2300,2500,3000,3100,3200,3300,3400,4100,6600,7500,7800
