Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,42279,0,1400.0,2205.079085005169,105.61200976371765,4957.956571131945,5035.0,142.52779418786983,0.0,1400,3900,4000,4000,4100,4200,4300,4400,4600,4800,5000
,Aggregated,42279,0,1400.0,2205.079085005169,105.61200976371765,4957.956571131945,5035.0,142.52779418786983,0.0,1400,3900,4000,4000,4100,4200,4300,4400,4600,4800,5000
