Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,43386,0,2300.0,2416.5313659584526,1009.8943971097469,7960.628215223551,5035.0,145.7618159042544,0.0,2300,2500,3000,3200,3300,3400,3600,4000,6300,7400,8000
,Aggregated,43386,0,2300.0,2416.5313659584526,1009.8943971097469,7960.628215223551,5035.0,145.7618159042544,0.0,2300,2500,3000,3200,3300,3400,3600,4000,6300,7400,8000
