Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,43414,0,2600.0,2415.564700243668,653.620820492506,7114.922929555178,5035.0,145.87101848749705,0.0,2600,2900,3000,3000,3200,3300,3500,4000,6300,6700,7100
,Aggregated,43414,0,2600.0,2415.564700243668,653.620820492506,7114.922929555178,5035.0,145.87101848749705,0.0,2600,2900,3000,3000,3200,3300,3500,4000,6300,6700,7100
