benchmark,k8senv,sbatch,numctn,cscenario,cbatch,reps,qps,mean,p50,p80,p90,p95,p99,p999
resnet,none,32,1,offline,1,1, 103.95806059067124, 157.61611329748874, 157.314575434, 252.1943873386, 283.7738436657, 299.5049968185, 312.13953903016, 314.98650856430703
resnet,none,32,1,offline,2,1, 118.62598251052336, 138.0798648280903, 137.482503396, 221.07806783000004, 248.901884589, 262.720530661, 273.72087444153993, 276.111738094
resnet,none,32,1,offline,4,1, 128.66388180698283, 128.0975629580896, 128.338137093, 204.321988088, 229.689104957, 242.463652755, 252.53481832922, 254.594488244
resnet,none,32,1,offline,8,1, 140.63892125458577, 117.87723757236084, 117.97295824849999, 187.660380005, 210.742690003, 222.224387787, 231.54537151782975, 232.932723532
resnet,none,32,1,offline,16,1, 141.95892287925597, 117.93903459361866, 117.7873421055, 186.640545652, 209.868966089, 221.320897484, 230.102015399, 230.768244931
resnet,none,32,1,offline,32,1, 145.46079776408118, 116.83060622249025, 117.1759841185, 183.55983328, 205.667053208, 217.662137474, 224.92659518, 225.214166927
resnet,none,32,1,offline,1,2, 104.234107912261, 157.3566562228112, 157.2868050195, 251.65489386380003, 283.14943328559997, 298.84002446425, 311.31382072215996, 314.063262219843
resnet,none,32,1,offline,2,2, 118.69364232595836, 138.16694887128662, 138.45129411, 220.9256667754, 248.510682785, 262.360800525, 273.59096970901, 275.968187154
resnet,none,32,1,offline,4,2, 126.56999232050248, 130.35148054464332, 130.606695767, 208.261336705, 234.176404858, 246.93750868, 256.8253347901499, 258.818958901
resnet,none,32,1,offline,8,2, 142.4527174639768, 116.03383941645899, 115.8041508275, 185.050925645, 207.996175748, 219.363872393, 228.48634247218996, 229.968327743
resnet,none,32,1,offline,16,2, 145.95982379804903, 114.22108795373877, 114.118263907, 181.176294602, 204.021275165, 215.17330737, 223.552093805, 224.456017366
resnet,none,32,1,offline,32,2, 143.67519334208768, 117.34286645289454, 117.48083596800001, 185.690616471, 208.460902427, 219.6968688, 227.70925714, 228.020250917
resnet,none,32,1,offline,1,3, 103.16862418035774, 159.8229180469686, 159.648756357, 254.665792796, 286.1754074563, 301.97635796779997, 314.53499075739, 317.40673081347603
resnet,none,32,1,offline,2,3, 117.8341547005453, 139.46712239170068, 139.484755534, 222.83221167640002, 250.736602667, 264.470758944, 275.4524450873, 277.965403288
