benchmark,k8senv,sbatch,numctn,cscenario,cbatch,reps,qps,mean,p50,p80,p90,p95,p99,p999
resnet,none,32,1,offline,8,1, 493.5725688118535, 31.467635589181153, 31.382875539, 49.152505792, 55.180045032, 57.992095472, 64.76561711464996, 66.334751211
resnet,none,32,1,offline,8,2, 460.4136439128404, 31.607315058746092, 31.344696665999997, 49.319031789, 55.463757377, 58.274445712, 69.39761876574977, 71.116890747
resnet,none,32,1,offline,8,3, 427.65138314428924, 32.20436047559497, 31.655690575999998, 49.960141822, 56.24789884, 62.19423451, 74.73088785886951, 76.56517935
resnet,none,32,1,offline,8,4, 408.35729010636464, 32.970308714237305, 32.076315122500006, 50.840085018, 58.835473883, 65.492920617, 78.24633656696993, 80.184014713
resnet,none,32,1,offline,8,5, 396.2122108811155, 33.36490125104077, 32.082826848500005, 51.925424284, 60.336362861, 67.332789754, 80.67854823678994, 82.655088682
resnet,none,32,1,offline,8,6, 386.19116301851346, 34.03850062698267, 32.458151509, 53.525938483, 61.984012614, 69.06876186, 82.7502166262799, 84.796189499
resnet,none,32,1,offline,8,7, 377.92922151770375, 34.47450895714502, 32.4527623795, 54.806235011, 63.375665106, 70.526702253, 84.47908177545995, 86.641045217
resnet,none,32,1,offline,8,8, 376.1450379675247, 34.71780633385352, 32.5183906435, 55.317757351, 64.012225309, 71.253756275, 84.81945066235994, 87.056282427
resnet,none,32,1,offline,8,9, 372.8868617430745, 34.79570548730176, 32.5372249865, 55.546831518, 64.378792955, 71.657768477, 85.81605151502997, 87.819791038
resnet,none,32,1,offline,8,10, 372.1210501232027, 34.91740965673584, 32.582704387, 55.902148683, 64.6006392, 71.987114693, 85.91198266798995, 88.009903461
resnet,none,32,2,offline,8,1, 525.6971372084565, 28.127448759885738, 28.158975285, 42.827268637, 47.848334031, 51.26298063, 60.89168133804995, 62.262391533
resnet,none,32,2,offline,8,2, 494.72624955397265, 26.701954694591798, 25.4894145795, 41.724943459, 48.467918974, 53.941005548, 64.53302274642999, 66.15757146
resnet,none,32,2,offline,8,3, 478.3587632004043, 27.228893170689943, 25.564263439, 43.182865167, 50.119992529, 55.638236998, 66.13968589101992, 68.424495308
resnet,none,32,2,offline,8,4, 462.0207014214099, 27.875559780115726, 25.75193015, 44.858192199, 51.664483082, 57.400228738, 68.45539072489998, 70.873202757
resnet,none,32,2,offline,8,5, 446.2362477230301, 28.41557534610596, 25.8242456675, 46.098129456, 53.177250203, 59.259561046, 70.3904327281496, 73.345394215
resnet,none,32,2,offline,8,6, 437.56543206510463, 28.711914345194092, 25.8660297345, 46.687357367, 54.279225184, 60.101931103, 71.94100810045995, 74.78673314
resnet,none,32,2,offline,8,7, 426.17387321920353, 29.32702541563281, 26.1506276655, 47.871243486, 55.431123044, 61.629904858, 73.94828887760991, 76.824586289
resnet,none,32,2,offline,8,8, 414.36898427430293, 30.158390401038087, 26.557963991, 49.732977992, 57.437724104, 63.838779526, 75.9783881253998, 78.999156516
resnet,none,32,2,offline,8,9, 410.38355416231377, 30.274147731897216, 26.7214097885, 49.893526691, 57.771693441, 64.196535656, 76.78903340692983, 79.781919802
resnet,none,32,2,offline,8,10, 406.9531587751357, 30.53395187451514, 26.8624073925, 50.334109496, 58.304874781, 64.820566444, 77.53429152916989, 80.431929696
