benchmark,k8senv,sbatch,numctn,cscenario,cbatch,reps,qps,mean,p50,p80,p90,p95,p99,p999
resnet,cpumemory,32,1,offline,8,1, 492.281993537188, 31.221291569436282, 31.120299303, 48.97244623, 54.927741201, 57.787093962, 64.94724071649999, 66.511975723
resnet,cpumemory,32,1,offline,8,2, 458.3255514448855, 31.743611012316407, 31.4742503545, 49.600837019, 55.771087068, 58.601427308, 69.71550849673973, 71.423869674
resnet,cpumemory,32,1,offline,8,3, 431.14012527790226, 32.30411595375122, 31.8036926335, 50.122829645, 56.405984969, 61.944063435, 74.21783749904972, 75.948604882
resnet,cpumemory,32,1,offline,8,4, 415.1056723262918, 32.60693110029419, 31.885416484, 50.350442995, 57.709774013, 64.080034218, 76.98065084858966, 78.878397861
resnet,cpumemory,32,1,offline,8,5, 402.2872742596609, 33.073502569340576, 31.955243928999998, 51.390845157, 59.542980496, 66.352262707, 79.59231546499988, 81.394008074
resnet,cpumemory,32,1,offline,8,6, 393.104211664616, 33.75018957704761, 32.2888965785, 53.021660593, 61.323191212, 68.250948973, 81.3342462770099, 83.301935615
resnet,cpumemory,32,1,offline,8,7, 392.03458686443713, 33.73152088329273, 32.3016596665, 53.003765805, 61.26022916, 68.301168905, 81.5501182421197, 83.526154365
resnet,cpumemory,32,1,offline,8,8, 384.65299296773463, 34.06054186516113, 32.326227148499996, 53.773503565, 62.281686373, 69.332744224, 83.07184966532981, 85.129803925
resnet,cpumemory,32,1,offline,8,9, 378.7323256693253, 34.352356916659424, 32.204229670000004, 54.788480967, 63.368935557, 70.658830629, 84.29132148658, 86.451840998
resnet,cpumemory,32,1,offline,8,10, 376.3282150051969, 34.542862228768065, 32.3154002055, 55.110897368, 63.730997383, 71.076039349, 84.87186713177984, 87.008162916
resnet,cpumemory,32,2,offline,8,1, 733.9509277228524, 22.926073167865724, 22.910450672, 36.057543657, 40.38921202, 42.605263672, 44.02169654015998, 44.549341927
resnet,cpumemory,32,2,offline,8,2, 740.341084974674, 22.803153328623047, 22.7208883485, 35.825198329, 40.211286203, 42.383925603, 43.808117940379994, 44.198172303
resnet,cpumemory,32,2,offline,8,3, 744.4667669703883, 22.768797738866212, 22.6782600755, 35.806382193, 40.186178792, 42.292815534, 43.727223856829994, 43.949955519
resnet,cpumemory,32,2,offline,8,4, 743.659924713707, 22.745707719372312, 22.663614834, 35.793606581, 40.175098075, 42.381194611, 43.72080039200999, 43.975393471
resnet,cpumemory,32,2,offline,8,5, 743.4245009753437, 22.73709807519702, 22.707022008, 35.748875574, 40.124702709, 42.237962816, 43.66912928646999, 44.037099641
resnet,cpumemory,32,2,offline,8,6, 743.669960264812, 22.770915000921388, 22.6595039135, 35.751456366, 40.169638807, 42.367294411, 43.71216800588998, 44.017262036
resnet,cpumemory,32,2,offline,8,7, 742.5327440821475, 22.807877671379153, 22.758554482, 35.845862726, 40.187086742, 42.363303149, 43.764740530659985, 44.079637466
resnet,cpumemory,32,2,offline,8,8, 742.0174464077409, 22.740506728531983, 22.631172896000002, 35.760167546, 40.087836398, 42.323246048, 43.66987470231999, 44.079244229
