Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,26240,0,4200.0,4152.966691450948,55.01431226730347,13762.574184685946,5035.0,88.3371967605422,0.0,4200,4600,5000,5200,6000,6900,8000,8600,13000,14000,14000
,Aggregated,26240,0,4200.0,4152.966691450948,55.01431226730347,13762.574184685946,5035.0,88.3371967605422,0.0,4200,4600,5000,5200,6000,6900,8000,8600,13000,14000,14000
