Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,27219,0,4100.0,4427.125008176021,956.3056603074074,11420.370381325483,5035.0,91.46969045760181,0.0,4100,4500,4900,5100,5900,6700,7700,8200,9800,11000,11000
,Aggregated,27219,0,4100.0,4427.125008176021,956.3056603074074,11420.370381325483,5035.0,91.46969045760181,0.0,4100,4500,4900,5100,5900,6700,7700,8200,9800,11000,11000
