Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,21481,0,4100.0,5226.657108521106,323.7786591053009,10436.709847301245,10042.0,71.59092070197593,0.0,4100,8200,8400,8500,8800,9000,9200,9400,9900,10000,10000
,Aggregated,21481,0,4100.0,5226.657108521106,323.7786591053009,10436.709847301245,10042.0,71.59092070197593,0.0,4100,8200,8400,8500,8800,9000,9200,9400,9900,10000,10000
