Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,41407,0,1800.0,2568.8529726577854,565.1408359408379,17969.668999314308,5035.0,139.1122183723849,0.0,1800,2500,3000,3400,5000,6700,10000,14000,16000,18000,18000
,Aggregated,41407,0,1800.0,2568.8529726577854,565.1408359408379,17969.668999314308,5035.0,139.1122183723849,0.0,1800,2500,3000,3400,5000,6700,10000,14000,16000,18000,18000
