Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1665022793,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1665022794,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1665022795,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1665022796,40,,Aggregated,0.000000,0.000000,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,1,0,2200.277268886566,2200.277268886566,2200.277268886566,2200.277268886566,50154.0
1665022797,49,,Aggregated,0.000000,0.000000,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,1,0,2200.277268886566,2200.277268886566,2200.277268886566,2200.277268886566,50154.0
1665022798,56,,Aggregated,0.000000,0.000000,2200,2200,2300,2300,2300,2400,2400,2400,2400,2400,2400,12,0,2200.0,2188.5031263033547,1703.9007171988487,2397.278383374214,50154.0
1665022799,69,,Aggregated,2.500000,0.000000,2200,2300,2300,2300,2500,2500,2500,2500,2500,2500,2500,30,0,2200.0,2228.0752221743264,1703.9007171988487,2505.4231137037277,50154.0
1665022800,78,,Aggregated,2.500000,0.000000,2200,2300,2300,2300,2500,2500,2500,2500,2500,2500,2500,30,0,2200.0,2228.0752221743264,1703.9007171988487,2505.4231137037277,50154.0
1665022801,89,,Aggregated,5.000000,0.000000,2200,2300,2400,2500,2500,3300,3600,3600,3600,3600,3600,35,0,2200.0,2308.476562478713,1703.9007171988487,3573.5632330179214,50154.0
1665022802,97,,Aggregated,5.000000,0.000000,2300,2500,2500,2500,3600,3900,4400,4400,4400,4400,4400,48,0,2300.0,2497.169977442051,1703.9007171988487,4352.456446737051,50154.0
1665022803,107,,Aggregated,5.000000,0.000000,2300,2500,2500,2500,3600,3900,4400,4400,4400,4400,4400,48,0,2300.0,2497.169977442051,1703.9007171988487,4352.456446737051,50154.0
1665022804,116,,Aggregated,5.555556,0.000000,2400,2500,3100,3500,4000,4500,4500,4800,4800,4800,4800,56,0,2300.0,2715.547070439373,1703.9007171988487,4829.21539619565,50154.0
1665022805,127,,Aggregated,5.800000,0.000000,3000,3900,4200,4400,4800,5300,6500,7100,7100,7100,7100,80,0,3000.0,3275.8612161967903,1703.9007171988487,7082.4349001049995,50154.0
1665022806,138,,Aggregated,5.800000,0.000000,3100,3900,4300,4500,4900,5300,6500,7100,7100,7100,7100,84,0,3000.0,3343.3081838967546,1703.9007171988487,7082.4349001049995,50154.0
1665022807,149,,Aggregated,6.800000,0.000000,3100,4000,4300,4500,4900,5300,6500,7100,7100,7100,7100,85,0,3100.0,3358.9639109723707,1703.9007171988487,7082.4349001049995,50154.0
1665022808,157,,Aggregated,9.000000,0.000000,3700,4200,4500,4700,5600,7100,8000,8600,9200,9200,9200,103,0,3700.0,3748.9896211953996,1703.9007171988487,9190.111108124256,50154.0
1665022809,167,,Aggregated,9.000000,0.000000,3700,4300,4500,4800,5700,7400,8600,9200,9400,9400,9400,107,0,3700.0,3828.327931150376,1703.9007171988487,9410.58960184455,50154.0
1665022811,176,,Aggregated,8.700000,0.000000,3900,4300,4700,4800,5700,7400,8600,9200,9400,9400,9400,110,0,3900.0,3868.265196274627,1703.9007171988487,9410.58960184455,50154.0
1665022812,188,,Aggregated,8.200000,0.000000,4000,4700,5000,5500,7100,9200,10000,10000,11000,11000,11000,129,0,4000.0,4272.86296563093,1703.9007171988487,10922.825030982494,50154.0
1665022813,196,,Aggregated,8.200000,0.000000,4200,4800,5400,5700,8000,9700,11000,11000,11000,11000,11000,138,0,4100.0,4505.113447921864,1703.9007171988487,10952.902432531118,50154.0
1665022814,205,,Aggregated,8.900000,0.000000,4300,4800,5500,5900,8000,9700,11000,11000,13000,13000,13000,143,0,4300.0,4598.53477549407,1703.9007171988487,13478.289820253849,50154.0
1665022815,215,,Aggregated,9.300000,0.000000,4500,5300,6100,6700,10000,11000,12000,12000,13000,13000,13000,159,0,4500.0,5060.968502278223,1703.9007171988487,13478.289820253849,50154.0
1665022816,224,,Aggregated,10.200000,0.000000,4700,5700,6700,8000,11000,12000,12000,13000,13000,13000,13000,183,0,4700.0,5547.669752862284,1703.9007171988487,13478.289820253849,50154.0
1665022817,236,,Aggregated,10.200000,0.000000,4700,5700,6700,8000,11000,12000,12000,13000,13000,13000,13000,183,0,4700.0,5547.669752862284,1703.9007171988487,13478.289820253849,50154.0
1665022818,246,,Aggregated,10.200000,0.000000,4900,6100,7200,8700,11000,12000,13000,14000,14000,14000,14000,200,0,4800.0,5849.418765082955,1703.9007171988487,14021.758623421192,50154.0
1665022819,256,,Aggregated,10.600000,0.000000,5100,6500,8000,9500,12000,13000,13000,14000,14000,14000,14000,216,0,5100.0,6158.591850850456,1703.9007171988487,14021.758623421192,50154.0
1665022820,266,,Aggregated,10.600000,0.000000,5100,6500,8000,9500,12000,13000,13000,14000,14000,14000,14000,216,0,5100.0,6158.591850850456,1703.9007171988487,14021.758623421192,50154.0
1665022821,278,,Aggregated,11.100000,0.000000,5400,6600,8500,10000,12000,13000,15000,15000,16000,16000,16000,228,0,5400.0,6369.325770375629,1703.9007171988487,16198.974665254354,50154.0
1665022822,285,,Aggregated,11.700000,0.000000,5700,7000,9200,11000,13000,14000,15000,16000,17000,17000,17000,250,0,5600.0,6716.980318531394,1703.9007171988487,17214.323367923498,50154.0
1665022823,297,,Aggregated,11.700000,0.000000,5700,7000,9200,11000,13000,14000,15000,16000,17000,17000,17000,254,0,5600.0,6740.166607730854,1703.9007171988487,17214.323367923498,50154.0
1665022824,307,,Aggregated,11.800000,0.000000,5700,7000,9500,11000,13000,15000,16000,17000,18000,18000,18000,261,0,5700.0,6934.1090052349355,1703.9007171988487,17679.944772273302,50154.0
1665022825,317,,Aggregated,11.900000,0.000000,6000,7700,9800,11000,13000,15000,16000,17000,18000,18000,18000,273,0,6000.0,7085.376440059571,1703.9007171988487,17679.944772273302,50154.0
1665022826,326,,Aggregated,11.900000,0.000000,6100,7700,9800,11000,13000,15000,16000,17000,18000,18000,18000,278,0,6000.0,7108.07137330659,1703.9007171988487,17679.944772273302,50154.0
1665022827,337,,Aggregated,10.700000,0.000000,6100,7800,9700,11000,13000,15000,17000,17000,18000,18000,18000,291,0,6100.0,7184.9645290434155,1703.9007171988487,18019.19797807932,50154.0
1665022828,345,,Aggregated,10.100000,0.000000,6300,7900,9800,11000,14000,15000,16000,17000,18000,18000,18000,303,0,6300.0,7264.0161637720885,1703.9007171988487,18019.19797807932,50154.0
1665022829,357,,Aggregated,9.600000,0.000000,6300,7900,10000,11000,14000,15000,16000,17000,18000,18000,18000,307,0,6300.0,7287.330945255993,1703.9007171988487,18019.19797807932,50154.0
1665022830,366,,Aggregated,9.900000,0.000000,6400,8000,10000,11000,14000,15000,16000,17000,18000,18000,18000,313,0,6400.0,7389.203632232576,1703.9007171988487,18019.19797807932,50154.0
1665022831,377,,Aggregated,9.700000,0.000000,6600,8400,11000,12000,14000,16000,17000,18000,23000,23000,23000,329,0,6600.0,7678.474334869704,1703.9007171988487,23042.938765138388,50154.0
1665022832,386,,Aggregated,9.700000,0.000000,6600,8500,11000,12000,14000,16000,17000,18000,23000,23000,23000,335,0,6600.0,7720.0924567544635,1703.9007171988487,23042.938765138388,50154.0
1665022833,398,,Aggregated,9.200000,0.000000,6700,8700,11000,12000,15000,16000,17000,18000,23000,23000,23000,343,0,6700.0,7851.535984784712,1703.9007171988487,23042.938765138388,50154.0
1665022834,408,,Aggregated,9.200000,0.000000,6800,9100,11000,12000,15000,16000,18000,22000,27000,27000,27000,357,0,6800.0,8100.257674153863,1703.9007171988487,27310.87940186262,50154.0
1665022835,416,,Aggregated,9.100000,0.000000,6900,9200,11000,12000,15000,17000,20000,23000,27000,27000,27000,365,0,6900.0,8226.300145165153,1703.9007171988487,27310.87940186262,50154.0
1665022836,428,,Aggregated,9.300000,0.000000,6900,9400,11000,13000,15000,17000,22000,24000,27000,27000,27000,369,0,6900.0,8294.094557472603,1703.9007171988487,27310.87940186262,50154.0
1665022837,436,,Aggregated,8.900000,0.000000,7100,9500,12000,13000,16000,18000,23000,26000,29000,29000,29000,385,0,7100.0,8624.982035905123,1703.9007171988487,28582.57596567273,50154.0
1665022838,445,,Aggregated,9.000000,0.000000,7200,9800,12000,13000,16000,19000,24000,27000,29000,29000,29000,395,0,7200.0,8854.269584645575,1703.9007171988487,28582.57596567273,50154.0
1665022839,457,,Aggregated,9.700000,0.000000,7400,9900,12000,13000,16000,20000,26000,28000,31000,31000,31000,405,0,7400.0,9039.989010125031,1703.9007171988487,31284.80012714863,50154.0
