Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,4094,0,38000.0,29735.730054961634,1993.459403514862,53474.15981441736,50154.0,13.631313527344329,0.0,38000,42000,43000,44000,46000,47000,49000,49000,52000,53000,53000
,Aggregated,4094,0,38000.0,29735.730054961634,1993.459403514862,53474.15981441736,50154.0,13.631313527344329,0.0,38000,42000,43000,44000,46000,47000,49000,49000,52000,53000,53000
