benchmark,k8senv,sbatch,numctn,cscenario,cbatch,reps,qps,mean,p50,p80,p90,p95,p99,p999
resnet,baseline,32,1,offline,8,1, 135.66736198265588, 121.88758105721703, 121.6356533885, 194.197523097, 218.455766759, 230.439083696, 240.20013382187994, 241.472416898
resnet,baseline,32,1,offline,8,2, 134.98871313492197, 122.50041098261939, 122.756103532, 195.5856519, 219.694698304, 231.638960667, 241.3418245995299, 242.687320606
resnet,baseline,32,1,offline,8,3, 136.1901678063719, 121.60483686436157, 121.54645410149999, 193.561528274, 217.701465626, 229.845626256, 239.27973408833998, 240.560334673
resnet,baseline,32,1,offline,8,4, 136.34208697233314, 121.33433432346581, 121.366280053, 193.441043386, 217.388942444, 229.540877364, 238.9655914946598, 240.288763023
resnet,baseline,32,1,offline,8,5, 136.1920203276779, 121.45492092698315, 121.427614425, 193.589844154, 217.612688432, 229.624815105, 239.39577625217996, 240.538330908
resnet,baseline,32,1,offline,8,6, 135.851618869501, 121.90246329439672, 122.0018184785, 194.158165902, 218.206697252, 230.152758609, 239.9799657221299, 241.13822343
resnet,baseline,32,1,offline,8,7, 135.9006728275612, 121.64367248714551, 121.687966131, 193.955217886, 218.028670767, 230.121713262, 239.87498680284978, 241.052268222
resnet,baseline,32,1,offline,8,8, 134.26304571141526, 122.67804498789087, 122.307715336, 196.405040772, 220.531537522, 232.824550787, 242.63977621449996, 243.999473879
resnet,baseline,32,1,offline,8,9, 134.48305729347115, 123.5290952237622, 123.861285506, 196.45833894, 220.569914379, 232.809989489, 242.30151452086986, 243.60848551
resnet,baseline,32,1,offline,8,10, 135.24068271291742, 122.11307159417285, 122.1783549655, 194.863625729, 218.970765199, 231.123933901, 240.9807233938699, 242.219545168
