Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/models/resnet:predict,21504,0,3700.0,5219.851225966219,226.56382247805595,11105.874389410019,10042.0,71.60820269978771,0.0,3700,8800,9000,9100,9300,9600,9800,10000,10000,11000,11000
,Aggregated,21504,0,3700.0,5219.851225966219,226.56382247805595,11105.874389410019,10042.0,71.60820269978771,0.0,3700,8800,9000,9100,9300,9600,9800,10000,10000,11000,11000
